### Top 5 hits for each virus with each method used
### Score 1 / Score 2 columns correpond respectively to:
### For blast hits => Total number of matches in hsps / Average percentage of identity across the full alignment
### For crispr hits => Number of mismatches / Length of CRISPR spacer
### For WIsH => Log-likelihood / P-value
### For VirHostMatcher => s2 similarity/ NA
### For PHP => PHP score/ NA
### For RaFAH => Confidence score / estimated FDR
### For iPHoP-RF => Confidence score / estimated FDR
Virus,Method,Host,Host taxonomy,Metric 1,Score 1,Metric 2,Score 2,Rank,Host representative
contig_40169,php,MGYG000445679,d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Acidaminobacteraceae;g__G963665925;s__,Score,1419.947,NA,NA,5,MGYG000445679
contig_40169,rafah,Pseudomonas,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas,Confidence_score,0.257,FDR,0.663,1,NA
contig_40169,rafah,Pseudomonas,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,Confidence_score,0.257,FDR,0.663,1,NA
contig_40169,rafah,Haemophilus,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus,Confidence_score,0.146,FDR,0.858,2,NA
contig_40169,rafah,Haemophilus,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D,Confidence_score,0.146,FDR,0.858,2,NA
contig_40169,rafah,Bacteroides,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,Confidence_score,0.145,FDR,0.859,3,NA
contig_40169,vhm,GCA_015661865.1,d__Bacteria;p__Aquificota;c__Aquificia;o__Desulfurobacteriales;f__DQVG01;g__DQVG01;s__DQVG01 sp015661865,S2star_similarity,0.184,NA,NA,1,GB_GCA_015661865.1
contig_40169,vhm,GCA_032249315.1,d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Gearchaeales;f__Gearchaeaceae;g__SCGC-AAA471-B05;s__SCGC-AAA471-B05 sp032249315,S2star_similarity,0.175,NA,NA,2,GB_GCA_032249315.1
contig_40169,vhm,GCA_039803045.1,d__Bacteria;p__WOR-3;c__Hydrothermia;o__LBFQ01;f__DSFT01;g__DSFT01;s__DSFT01 sp039803045,S2star_similarity,0.173,NA,NA,3,GB_GCA_039803045.1
contig_40169,vhm,3300044239_8,d__Bacteria;p__Patescibacteriota;c__Minisyncoccia;o__UBA6257;f__HR35;g__HRBIN35;s__,S2star_similarity,0.172,NA,NA,4,3300044239_8
contig_40169,vhm,3300045859_10026,d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Gearchaeales;f__Gearchaeaceae;g__SCGC-AAA471-B05;s__,S2star_similarity,0.170,NA,NA,5,3300045859_10026
contig_40169,wish,GCF_020443705.1,d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_AD;s__Clostridium_AD algoriphilum,Log-likelihood,-1.331,p-value,0.0544803895618537,1,RS_GCF_020443705.1
contig_40169,wish,GCA_014380625.1,d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__JACMJL01;s__JACMJL01 sp014380625,Log-likelihood,-1.331,p-value,0.0533139776783746,2,GB_GCA_014380625.1
contig_40169,wish,3300025718_8,d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_AD;s__,Log-likelihood,-1.332,p-value,0.0602320775153883,3,3300025718_8
contig_40169,wish,GCF_002387895.1,d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_J;s__Clostridium_J sp002387895,Log-likelihood,-1.332,p-value,0.0430047800789212,4,RS_GCF_002387895.1
contig_40169,wish,3300011666_2,d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_J;s__,Log-likelihood,-1.332,p-value,0.0453340545445889,5,3300011666_2
contig_40172|provirus_29898_62650,blast,GCA_951828385.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp951828385,Match_length,1892.000,Id_pcent,88.05,1,GB_GCA_951828385.1
contig_40172|provirus_29898_62650,blast,GCA_022821065.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp022821065,Match_length,1545.000,Id_pcent,86.8,2,GB_GCA_022821065.1
contig_40172|provirus_29898_62650,blast,GCA_028818705.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp028818705,Match_length,1506.000,Id_pcent,87.72,3,GB_GCA_028818705.1
contig_40172|provirus_29898_62650,blast,GCA_026702755.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp026702755,Match_length,1494.000,Id_pcent,86.48,4,GB_GCA_026702755.1
contig_40172|provirus_29898_62650,blast,GCA_012271015.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp012271015,Match_length,1495.000,Id_pcent,85.69,5,GB_GCA_012271015.1
contig_40172|provirus_29898_62650,crispr,GCA_010092695.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Tenebrionibacter;s__Tenebrionibacter sp010092695,N_mismatches,3.000,Spacer_length,32.0,1,GB_GCA_010092695.1
contig_40172|provirus_29898_62650,crispr,MGYG000063034,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp000431835,N_mismatches,4.000,Spacer_length,27.0,2,GB_GCA_000431835.1
contig_40172|provirus_29898_62650,iPHoP-RF,GB_GCA_012271015.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp012271015,Confidence_score,0.996,FDR,0.036,1,GB_GCA_012271015.1
contig_40172|provirus_29898_62650,iPHoP-RF,GB_GCA_026702755.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp026702755,Confidence_score,0.996,FDR,0.036,1,GB_GCA_026702755.1
contig_40172|provirus_29898_62650,iPHoP-RF,GB_GCA_022821065.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp022821065,Confidence_score,0.992,FDR,0.043,2,GB_GCA_022821065.1
contig_40172|provirus_29898_62650,iPHoP-RF,GB_GCA_007571305.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp007571305,Confidence_score,0.990,FDR,0.046,3,GB_GCA_007571305.1
contig_40172|provirus_29898_62650,iPHoP-RF,GB_GCA_009841255.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp009841255,Confidence_score,0.988,FDR,0.049,4,GB_GCA_009841255.1
contig_40172|provirus_29898_62650,iPHoP-RF,GB_GCA_951813545.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp951813545,Confidence_score,0.988,FDR,0.049,4,GB_GCA_951813545.1
contig_40172|provirus_29898_62650,php,GCA_026702755.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp026702755,Score,1441.542,NA,NA,1,GB_GCA_026702755.1
contig_40172|provirus_29898_62650,php,GCA_951812525.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp951812525,Score,1441.308,NA,NA,2,GB_GCA_951812525.1
contig_40172|provirus_29898_62650,php,GCA_028818705.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp028818705,Score,1441.077,NA,NA,3,GB_GCA_028818705.1
contig_40172|provirus_29898_62650,php,GCA_026706025.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp026706025,Score,1440.827,NA,NA,4,GB_GCA_026706025.1
contig_40172|provirus_29898_62650,php,GCA_963666305.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp026713385,Score,1440.821,NA,NA,5,GB_GCA_963666305.1
contig_40172|provirus_29898_62650,rafah,Bacteroides,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,Confidence_score,0.358,FDR,0.419,1,NA
contig_40172|provirus_29898_62650,rafah,Pseudomonas,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas,Confidence_score,0.114,FDR,0.895,2,NA
contig_40172|provirus_29898_62650,rafah,Pseudomonas,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,Confidence_score,0.114,FDR,0.895,2,NA
contig_40172|provirus_29898_62650,rafah,Haemophilus,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus,Confidence_score,0.063,FDR,0.948,3,NA
contig_40172|provirus_29898_62650,rafah,Haemophilus,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D,Confidence_score,0.063,FDR,0.948,3,NA
contig_40172|provirus_29898_62650,vhm,GCA_022827185.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp022827185,S2star_similarity,0.551,NA,NA,1,GB_GCA_022827185.1
contig_40172|provirus_29898_62650,vhm,GCA_003635255.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp003635255,S2star_similarity,0.551,NA,NA,2,GB_GCA_003635255.1
contig_40172|provirus_29898_62650,vhm,GCA_022394775.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp022394775,S2star_similarity,0.549,NA,NA,3,GB_GCA_022394775.1
contig_40172|provirus_29898_62650,vhm,GCA_951828385.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp951828385,S2star_similarity,0.549,NA,NA,4,GB_GCA_951828385.1
contig_40172|provirus_29898_62650,vhm,GCA_003635195.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp003635195,S2star_similarity,0.547,NA,NA,5,GB_GCA_003635195.1
contig_40172|provirus_29898_62650,wish,GCA_951828385.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp951828385,Log-likelihood,-1.377,p-value,0.0377958191020811,1,GB_GCA_951828385.1
contig_40172|provirus_29898_62650,wish,GCA_022819945.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp022819945,Log-likelihood,-1.379,p-value,0.0544558116732124,2,GB_GCA_022819945.1
contig_40172|provirus_29898_62650,wish,GCA_028821605.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp028821605,Log-likelihood,-1.379,p-value,0.0676089003212502,3,GB_GCA_028821605.1
contig_40172|provirus_29898_62650,wish,GCA_026706025.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp026706025,Log-likelihood,-1.379,p-value,0.0639051816649516,4,GB_GCA_026706025.1
contig_40172|provirus_29898_62650,wish,GCA_026702755.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp026702755,Log-likelihood,-1.379,p-value,0.0682771967586016,5,GB_GCA_026702755.1
contig_40186,blast,GCA_022827055.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__JAJDTR01;g__JAJDTR01;s__JAJDTR01 sp022827055,Match_length,3050.000,Id_pcent,84.49,1,GB_GCA_022827055.1
contig_40186,blast,GCA_022822005.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__PCPOR2b;g__PCPOR2b;s__PCPOR2b sp022822005,Match_length,2931.000,Id_pcent,85.33,2,GB_GCA_022822005.1
contig_40186,blast,GCA_963667935.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__PCPOR2b;g__PCPOR2b;s__PCPOR2b sp963667935,Match_length,2938.000,Id_pcent,84.04,3,GB_GCA_963667935.1
contig_40186,blast,GCA_963667895.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__PCPOR2b;g__JAPPKS01;s__JAPPKS01 sp963667895,Match_length,1641.000,Id_pcent,82.94,4,GB_GCA_963667895.1
contig_40186,blast,GCA_028819845.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__PCPOR2b;g__JAPPKS01;s__JAPPKS01 sp028819845,Match_length,1261.000,Id_pcent,83.74,5,GB_GCA_028819845.1
contig_40186,crispr,3300028959_2,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella tayi,N_mismatches,4.000,Spacer_length,33.0,1,RS_GCF_001881565.1
contig_40186,iPHoP-RF,GB_GCA_027296925.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__PCPOR2b;g__JAPUIP01;s__JAPUIP01 sp027296925,Confidence_score,0.904,FDR,0.181,1,GB_GCA_027296925.1
contig_40186,iPHoP-RF,GB_GCA_958296125.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__PCPOR2b;g__PCPOR2b;s__PCPOR2b sp958296125,Confidence_score,0.816,FDR,0.285,2,GB_GCA_958296125.1
contig_40186,iPHoP-RF,GB_GCA_028819845.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__PCPOR2b;g__JAPPKS01;s__JAPPKS01 sp028819845,Confidence_score,0.758,FDR,0.352,3,GB_GCA_028819845.1
contig_40186,iPHoP-RF,GB_GCA_963667935.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__PCPOR2b;g__PCPOR2b;s__PCPOR2b sp963667935,Confidence_score,0.662,FDR,0.48,4,GB_GCA_963667935.1
contig_40186,iPHoP-RF,GB_GCA_003635195.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp003635195,Confidence_score,0.660,FDR,0.483,5,GB_GCA_003635195.1
contig_40186,php,GCA_028819845.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__PCPOR2b;g__JAPPKS01;s__JAPPKS01 sp028819845,Score,1437.597,NA,NA,1,GB_GCA_028819845.1
contig_40186,php,GCA_963667895.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__PCPOR2b;g__JAPPKS01;s__JAPPKS01 sp963667895,Score,1437.121,NA,NA,2,GB_GCA_963667895.1
contig_40186,php,GCA_028818705.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp028818705,Score,1436.880,NA,NA,3,GB_GCA_028818705.1
contig_40186,php,GCA_013697655.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Nitrosospira;s__Nitrosospira sp013697655,Score,1436.756,NA,NA,4,GB_GCA_013697655.1
contig_40186,php,GCA_022827055.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__JAJDTR01;g__JAJDTR01;s__JAJDTR01 sp022827055,Score,1436.478,NA,NA,5,GB_GCA_022827055.1
contig_40186,rafah,Pseudomonas,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas,Confidence_score,0.258,FDR,0.661,1,NA
contig_40186,rafah,Pseudomonas,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,Confidence_score,0.258,FDR,0.661,1,NA
contig_40186,rafah,Haemophilus,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus,Confidence_score,0.147,FDR,0.857,2,NA
contig_40186,rafah,Haemophilus,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D,Confidence_score,0.147,FDR,0.857,2,NA
contig_40186,rafah,Bacteroides,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,Confidence_score,0.144,FDR,0.86,3,NA
contig_40186,vhm,GCA_963667895.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__PCPOR2b;g__JAPPKS01;s__JAPPKS01 sp963667895,S2star_similarity,0.381,NA,NA,1,GB_GCA_963667895.1
contig_40186,vhm,GCA_028819845.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__PCPOR2b;g__JAPPKS01;s__JAPPKS01 sp028819845,S2star_similarity,0.367,NA,NA,2,GB_GCA_028819845.1
contig_40186,vhm,GCA_003635265.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__PCPOR2b;g__PCPOR2b;s__PCPOR2b sp003635265,S2star_similarity,0.364,NA,NA,3,GB_GCA_003635265.1
contig_40186,vhm,GCA_963665285.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__PCPOR2b;g__PCPOR2b;s__PCPOR2b sp963665285,S2star_similarity,0.361,NA,NA,4,GB_GCA_963665285.1
contig_40186,vhm,GCA_021295755.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__PCPOR2b;g__PCPOR2b;s__PCPOR2b sp021295755,S2star_similarity,0.357,NA,NA,5,GB_GCA_021295755.1
contig_40186,wish,GCA_028819845.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__PCPOR2b;g__JAPPKS01;s__JAPPKS01 sp028819845,Log-likelihood,-1.382,p-value,0.063131015628291,1,GB_GCA_028819845.1
contig_40186,wish,GCA_963667895.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__PCPOR2b;g__JAPPKS01;s__JAPPKS01 sp963667895,Log-likelihood,-1.383,p-value,0.0597511881760531,2,GB_GCA_963667895.1
contig_40186,wish,GCA_022567695.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__PCPOR2b;g__JADFGN01;s__JADFGN01 sp022567695,Log-likelihood,-1.383,p-value,0.1381821417104691,3,GB_GCA_022567695.1
contig_40186,wish,GCA_022822785.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__PCPOR2b;g__PCPOR2b;s__PCPOR2b sp022822785,Log-likelihood,-1.383,p-value,0.0292832429987047,4,GB_GCA_022822785.1
contig_40186,wish,GCA_022822005.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__PCPOR2b;g__PCPOR2b;s__PCPOR2b sp022822005,Log-likelihood,-1.384,p-value,0.0492178187371349,5,GB_GCA_022822005.1
contig_40338,crispr,GCA_021774265.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Nitrosomonas;s__Nitrosomonas sp021774265,N_mismatches,3.000,Spacer_length,25.0,1,GB_GCA_021774265.1
contig_40338,crispr,MGYG000260095,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__,N_mismatches,4.000,Spacer_length,32.0,2,MGYG000246513
contig_40338,crispr,3300016725_23,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__P3;g__;s__,N_mismatches,4.000,Spacer_length,28.0,2,3300017814_50
contig_40338,crispr,GCA_036702725.1,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcoleaceae;g__Microcoleus;s__Microcoleus sp036702725,N_mismatches,4.000,Spacer_length,33.0,2,GB_GCA_036702725.1
contig_40338,iPHoP-RF,GB_GCA_030526265.1,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Claveliimonas;s__Claveliimonas sp030526265,Confidence_score,0.754,FDR,0.357,1,GB_GCA_030526265.1
contig_40338,iPHoP-RF,RS_GCF_014287705.1,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_D;s__Dorea_D hominis,Confidence_score,0.746,FDR,0.367,2,RS_GCF_014287705.1
contig_40338,iPHoP-RF,RS_GCF_003463065.1,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Limivivens;s__Limivivens sp900066135,Confidence_score,0.720,FDR,0.402,3,RS_GCF_003463065.1
contig_40338,iPHoP-RF,GB_GCA_934393555.1,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Limivivens;s__Limivivens sp934393555,Confidence_score,0.686,FDR,0.448,4,GB_GCA_934393555.1
contig_40338,iPHoP-RF,GB_GCA_945949875.1,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__1XD8-76;s__1XD8-76 sp945949875,Confidence_score,0.668,FDR,0.472,5,GB_GCA_945949875.1
contig_40338,php,GCA_040505915.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__Vondammii;s__Vondammii sp040505915,Score,1392.035,NA,NA,1,GB_GCA_040505915.1
contig_40338,php,GCA_022841345.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__SLDF01;s__SLDF01 sp022841345,Score,1390.853,NA,NA,2,GB_GCA_022841345.1
contig_40338,php,GCA_002426495.1,d__Bacteria;p__Bacillota;c__DSM-12270;o__Thermacetogeniales;f__Thermacetogeniaceae;g__Syntrophaceticus;s__Syntrophaceticus sp002426495,Score,1390.641,NA,NA,3,GB_GCA_002426495.1
contig_40338,php,GCA_016706365.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__SLDF01;s__SLDF01 sp016706365,Score,1390.332,NA,NA,4,GB_GCA_016706365.1
contig_40338,php,3300027886_9,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Villigracilaceae;g__Defluviilinea;s__,Score,1390.187,NA,NA,5,3300027886_9
contig_40338,rafah,Pseudomonas,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas,Confidence_score,0.257,FDR,0.663,1,NA
contig_40338,rafah,Pseudomonas,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,Confidence_score,0.257,FDR,0.663,1,NA
contig_40338,rafah,Haemophilus,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus,Confidence_score,0.146,FDR,0.858,2,NA
contig_40338,rafah,Haemophilus,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D,Confidence_score,0.146,FDR,0.858,2,NA
contig_40338,rafah,Bacteroides,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,Confidence_score,0.145,FDR,0.859,3,NA
contig_40338,vhm,GCA_905214675.1,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hominisplanchenecus;s__Hominisplanchenecus sp905214675,S2star_similarity,0.157,NA,NA,1,GB_GCA_905214675.1
contig_40338,vhm,3300035520_34,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAKRJP01;s__,S2star_similarity,0.151,NA,NA,2,3300035520_34
contig_40338,vhm,GCF_007971385.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Arachidicoccus;s__Arachidicoccus ginsenosidivorans,S2star_similarity,0.150,NA,NA,3,RS_GCF_007971385.1
contig_40338,vhm,GCA_018333525.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UBA955;g__JAGXTF01;s__JAGXTF01 sp018333525,S2star_similarity,0.149,NA,NA,4,GB_GCA_018333525.1
contig_40338,vhm,GCF_037402555.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter sp037402555,S2star_similarity,0.149,NA,NA,5,RS_GCF_037402555.1
contig_40338,wish,GCA_024743255.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__JANSWY01;s__JANSWY01 sp024743255,Log-likelihood,-1.357,p-value,0.1445915223272657,1,GB_GCA_024743255.1
contig_40338,wish,MGYG000443711,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA7328;s__,Log-likelihood,-1.358,p-value,0.1087121444870227,2,MGYG000443711
contig_40338,wish,GCA_038530915.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__JANQPA01;s__JANQPA01 sp038530915,Log-likelihood,-1.359,p-value,0.1592971828726217,3,GB_GCA_038530915.1
contig_40338,wish,GCA_947493005.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Roseivirga;s__Roseivirga sp947493005,Log-likelihood,-1.359,p-value,0.143386678206398,4,GB_GCA_947493005.1
contig_40338,wish,GCF_030068545.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__172606-1;g__Xanthocytophaga;s__Xanthocytophaga flavus,Log-likelihood,-1.359,p-value,0.146518860623751,5,RS_GCF_030068545.1
contig_40409,crispr,GCF_008632335.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Thiohalocapsa;s__Thiohalocapsa marina,N_mismatches,4.000,Spacer_length,33.0,1,RS_GCF_008632335.1
contig_40409,crispr,MGYG000040091,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UMGS363;s__UMGS363 sp900541495,N_mismatches,4.000,Spacer_length,30.0,1,GB_GCA_900541495.1
